"","Pick","Team","Player","Years","GamesPlayed","FGPercent","ThreePointPercent","FreeThrowPercent","MPG","PTS","TRB","AST","WS","WS/48","BPM","VORP","NBAID","STL","BLK","TOV","MaxGames","AvailabilityScore","Position","PerformanceScore"
"1",1,"GSW","Joe Smith",16,1030,0.455,0.238,0.79,26.2,10.9,6.4,1,60.3,0.107,"-1.5",3,693,0.588,0.843,1.252,1312,0.785060975609756,"F",3.41211252089865
"2",2,"LAC","Antonio McDyess",15,1015,0.497,0.117,0.67,27.6,12,7.5,1.3,69.8,0.119,"-0.1",13.2,686,0.77,1.086,1.599,1230,0.82520325203252,"F",3.86163758123769
"3",3,"PHI","Jerry Stackhouse",18,970,0.409,0.309,0.822,31.2,16.9,3.2,3.3,52.4,0.083,"0.3",17.4,711,0.896,0.451,2.723,1476,0.657181571815718,"F",5.45043861798754
"4",4,"WSB","Rasheed Wallace",16,1109,0.467,0.336,0.721,32.7,14.4,6.7,1.8,105.1,0.139,"2.2",38.3,739,0.983,1.317,1.527,1312,0.845274390243902,"F",4.64792489777286
"5",5,"MIN","Kevin Garnett",21,1462,0.497,0.275,0.789,34.5,17.8,10,3.7,191.4,0.182,"5.6",96.9,708,1.272,1.393,2.174,1722,0.849012775842044,"F",6.36891656586573
"6",6,"VAN","Bryant Reeves",6,395,0.475,0.074,0.703,30.6,12.5,6.9,1.6,13,0.052,"-3.4",-4.3,735,0.506,0.765,1.884,492,0.802845528455285,"C",3.15682020939513
"7",7,"TOR","Damon Stoudamire",13,878,0.406,0.357,0.833,33.2,13.4,3.5,6.1,55.4,0.091,"0.3",16.8,757,1.085,0.092,2.322,1066,0.823639774859287,"G",6.71824608265169
"8",8,"POR","Shawn Respert",4,172,0.414,0.34,0.816,13.7,4.9,1.3,1,2.1,0.043,"-2.3",-0.2,704,0.529,0.041,0.727,328,0.524390243902439,"G",2.25289747876994
"9",10,"MIA","Kurt Thomas",18,1110,0.486,0.281,0.76,24.5,8.1,6.6,1.1,64.2,0.114,"-0.8",8.6,703,0.652,0.758,1.118,1476,0.752032520325203,"C",2.36601125602538
"10",11,"MIL","Gary Trent",9,506,0.501,0.08,0.643,19.5,8.6,4.5,1,23.2,0.113,"-1",2.4,718,0.441,0.344,1.184,738,0.685636856368564,"F",2.68794042267923
"11",12,"DAL","Cherokee Parks",9,472,0.47,0.211,0.63,15.8,4.4,3.6,0.6,11.8,0.076,"-2.4",-0.7,685,0.439,0.648,0.595,738,0.639566395663957,"F",1.52872024944206
"12",13,"SAC","Corliss Williamson",12,822,0.49,0.136,0.714,22.8,11.1,3.9,1.2,34.7,0.089,"-2",-0.1,722,0.562,0.318,1.601,984,0.835365853658537,"F",3.31159532771768
"13",14,"BOS","Eric Williams",12,658,0.415,0.318,0.736,23.9,8.6,3.3,1.4,23.2,0.071,"-2.4",-1.5,677,0.833,0.157,1.199,984,0.66869918699187,"F",2.74779244844868
"14",15,"DEN","Brent Barry",14,912,0.46,0.405,0.823,25.9,9.3,3,3.2,70.5,0.143,"2.6",27.7,699,1.047,0.277,1.413,1148,0.794425087108014,"G",4.61628328510272
"15",16,"ATL","Alan Henderson",12,652,0.469,0.192,0.639,21.1,7.8,5,0.6,28,0.097,"-1.8",0.6,673,0.558,0.456,1.1,984,0.66260162601626,"F",2.37359953507304
"16",17,"CLE","Bob Sura",10,657,0.414,0.325,0.689,23.7,8.6,3.4,3.8,28.3,0.087,"0.4",9.4,682,0.976,0.216,1.874,820,0.801219512195122,"G",4.52124324310123
"17",18,"DET","Theo Ratliff",16,810,0.496,0,0.71,25.3,7.2,5.7,0.6,47.9,0.112,"0",10.3,689,0.485,2.43,1.236,1312,0.617378048780488,"C",2.05918839150521
"18",20,"CHI","Jason Caffey",8,462,0.481,0,0.637,19.6,7.3,4.4,0.9,13.5,0.072,"-3.6",-3.6,679,0.452,0.238,1.4,656,0.704268292682927,"F",2.28372528995784
"19",21,"PHO","Michael Finley",15,1103,0.444,0.375,0.811,34.4,15.7,4.4,2.9,85.2,0.108,"1",28.8,714,0.903,0.293,1.477,1230,0.896747967479675,"G",7.1197701707471
"20",22,"CHH","George Zidek",3,135,0.408,0.25,0.783,9.8,3.4,2.1,0.2,0.8,0.029,"-7.5",-1.8,678,0.104,0.089,0.511,246,0.548780487804878,"C",0.802461770908073
"21",23,"IND","Travis Best",10,708,0.431,0.345,0.835,21.4,7.6,1.8,3.5,30.9,0.098,"-0.4",6,696,0.934,0.085,1.311,820,0.863414634146341,"G",3.82382116609
"22",24,"DAL","Loren Meyer",3,140,0.432,0.348,0.696,14.6,4.6,3.4,0.6,0.5,0.012,"-7.2",-2.7,684,0.221,0.357,0.95,246,0.56910569105691,"C",1.25267283579945
"23",25,"ORL","David Vaughn",4,118,0.423,0,0.638,9.8,2.9,3.1,0.3,0.6,0.026,"-6.4",-1.3,710,0.263,0.407,0.831,328,0.359756097560976,"F",0.954905159799215
"24",27,"PHO","Mario Bennett",4,68,0.534,0.333,0.511,8.9,4,2.7,0.4,1.9,0.153,"-0.8",0.2,712,0.456,0.324,0.485,328,0.207317073170732,"C",1.07475824512096
"25",28,"UTA","Greg Ostertag",11,756,0.486,0.1,0.569,19.5,4.6,5.5,0.6,33.8,0.11,"-0.6",5.1,731,0.25,1.71,0.905,902,0.838137472283814,"C",1.62232864005676
"26",29,"SAS","Cory Alexander",7,307,0.389,0.354,0.756,15.8,5.5,1.6,2.7,3,0.03,"-1.7",0.4,724,0.857,0.121,1.521,574,0.534843205574913,"G",2.86479795567282
"27",34,"GSW","Andrew DeClercq",10,587,0.507,0,0.621,16.8,4.8,4.2,0.6,19.4,0.094,"-2.9",-2.4,692,0.664,0.513,0.937,820,0.715853658536585,"C",1.38710368058745
"28",36,"VAN","Lawrence Moten",3,119,0.408,0.299,0.652,15.2,6.3,1.5,1.5,0,0.001,"-2.1",0,734,0.647,0.269,1.059,246,0.483739837398374,"G",2.91556200194498
"29",39,"CLE","Donny Marshall",5,119,0.321,0.336,0.681,7.7,2.5,1,0.3,0.9,0.045,"-3.8",-0.4,681,0.311,0.042,0.378,410,0.290243902439024,"F",0.737834571513485
"30",43,"MIL","Eric Snow",13,846,0.424,0.208,0.763,27.3,6.8,2.5,5,43.4,0.09,"-1",5.9,727,1.152,0.124,1.644,1066,0.793621013133208,"G",3.9387805800787
"31",47,"SAC","Tyus Edney",4,226,0.405,0.322,0.806,21,7.6,1.7,4,6.8,0.069,"-1.5",0.7,721,0.96,0.027,1.748,328,0.689024390243902,"G",3.88828620669296
"32",48,"MIN","Mark Davis",5,230,0.442,0.246,0.655,16,5.5,3,1.3,2.3,0.03,"-2.4",-0.4,76528,0.057,0.022,0.052,410,0.560975609756098,"G",2.78799510948874
"33",52,"IND","Fred Hoiberg",10,541,0.431,0.396,0.854,18.4,5.4,2.7,1.6,27.6,0.133,"1.2",8,697,0.791,0.109,0.54,820,0.659756097560976,"G",2.81425524908882
"34",56,"PHO","Chris Carr",6,297,0.416,0.338,0.807,15.2,6.7,2.2,1,3.9,0.042,"-3",-1.1,713,0.313,0.155,1.044,492,0.603658536585366,"G",3.05983843378828
"35",58,"DET","Don Reid",8,403,0.53,0,0.658,13.3,3.6,2.9,0.4,13.7,0.123,"-2.1",-0.2,690,0.452,0.7,0.628,656,0.614329268292683,"F",1.21686376604999
"36",1,"PHI","Allen Iverson",14,914,0.425,0.313,0.78,41.1,26.7,3.7,6.2,99,0.126,"3.2",49.6,947,2.17,0.179,3.569,1148,0.79616724738676,"G",11.6631512130451
"37",2,"TOR","Marcus Camby",17,973,0.466,0.205,0.67,29.5,9.5,9.8,1.9,81.6,0.137,"2.3",31.3,948,0.994,2.396,1.4,1394,0.697991391678623,"C",3.35365859390708
"38",3,"VAN","Shareef Abdur-Rahim",12,830,0.472,0.297,0.81,34.8,18.1,7.5,2.5,71.2,0.118,"1",21.9,949,0.988,0.769,2.573,984,0.84349593495935,"F",5.71440328389309
"39",4,"MIL","Stephon Marbury",13,846,0.433,0.325,0.784,37.7,19.3,3,7.6,77.5,0.117,"1.8",30.7,950,1.208,0.143,3.011,1066,0.793621013133208,"G",9.0718571452399
"40",5,"MIN","Ray Allen",18,1300,0.452,0.4,0.894,35.6,18.9,4.1,3.4,145.1,0.15,"2.9",57.6,951,1.116,0.188,2.084,1476,0.880758807588076,"G",8.32502559469682
"41",6,"BOS","Antoine Walker",12,893,0.414,0.325,0.633,35.3,17.5,7.7,3.5,38.1,0.058,"0.3",18,952,1.215,0.525,2.804,984,0.907520325203252,"F",5.92211561280885
"42",7,"LAC","Lorenzen Wright",13,778,0.459,0.069,0.645,23.8,8,6.4,0.8,30.5,0.079,"-2.6",-3,953,0.605,0.735,1.127,1066,0.729831144465291,"F",2.61240770854558
"43",8,"NJN","Kerry Kittles",8,507,0.439,0.378,0.78,33.4,14.1,3.9,2.6,44.8,0.127,"2.2",18,954,1.6,0.436,1.225,656,0.772865853658537,"G",6.44790593580488
"44",9,"DAL","Samaki Walker",10,445,0.462,0.111,0.63,17.1,5.3,4.7,0.6,14.2,0.089,"-2.6",-1.1,955,0.301,0.71,0.906,820,0.542682926829268,"F",1.78933871982394
"45",10,"IND","Erick Dampier",16,987,0.498,0.125,0.626,24.3,7.4,7.1,0.8,52.7,0.105,"-1.3",4.1,956,0.334,1.416,1.454,1312,0.752286585365854,"C",2.20656971525499
"46",11,"GSW","Todd Fuller",5,225,0.422,0,0.668,11.1,3.7,3,0.2,2.2,0.041,"-5.7",-2.3,957,0.151,0.267,0.649,410,0.548780487804878,"C",0.941314660803973
"47",12,"CLE","Vitaly Potapenko",11,610,0.479,0.167,0.694,19,6.5,4.5,0.7,15.5,0.064,"-4",-5.9,958,0.423,0.343,1.289,902,0.676274944567627,"C",1.65820582694571
"48",13,"CHH","Kobe Bryant",20,1346,0.447,0.329,0.837,36.1,25,5.2,4.7,172.7,0.17,"4.6",80.1,977,1.444,0.475,2.979,1640,0.820731707317073,"G",11.0155898518658
"49",14,"SAC","Peja Stojakovic",13,804,0.45,0.401,0.895,33.5,17,4.7,1.8,82.6,0.147,"1.9",26.2,978,0.929,0.132,1.356,1066,0.75422138836773,"F",5.05510011177962
"50",15,"PHO","Steve Nash",18,1217,0.49,0.428,0.904,31.3,14.3,3,8.5,129.7,0.164,"3",48.2,959,0.739,0.084,2.858,1476,0.824525745257453,"G",7.40126668658796
"51",16,"CHH","Tony Delk",10,545,0.408,0.343,0.769,21.5,9.1,2.5,1.9,19.5,0.08,"-0.4",4.8,960,0.82,0.141,1.051,820,0.664634146341463,"G",4.18151479602312
"52",17,"POR","Jermaine O'Neal",18,1011,0.467,0.147,0.715,27.1,13.2,7.2,1.4,66,0.116,"0.3",15.6,979,0.465,1.8,1.852,1476,0.684959349593496,"C",3.3243893837445
"53",18,"NYK","John Wallace",7,381,0.462,0.3,0.74,16.1,7.6,2.8,0.7,6.4,0.05,"-2.7",-1,961,0.352,0.567,1.234,574,0.663763066202091,"F",2.24609812370773
"54",19,"NYK","Walter McCarty",10,593,0.392,0.346,0.698,17.5,5.2,2.6,1.1,13.8,0.064,"-1.7",0.8,962,0.641,0.292,0.877,820,0.723170731707317,"F",1.79643032035151
"55",20,"CLE","Zydrunas Ilgauskas",13,843,0.476,0.31,0.78,27.2,13,7.3,1.1,66.3,0.139,"-0.2",10.2,980,0.499,1.574,1.79,1066,0.790806754221388,"C",3.18611375390022
"56",22,"VAN","Roy Rogers",3,137,0.483,0.5,0.532,16.9,4.8,3.5,0.4,1.7,0.035,"-3.7",-1,964,0.19,1.526,0.737,246,0.556910569105691,"F",1.63813440376439
"57",24,"LAL","Derek Fisher",18,1287,0.399,0.374,0.817,25.4,8.3,2.1,3,62.3,0.091,"-0.9",8.9,965,1.051,0.076,1.145,1476,0.871951219512195,"G",4.04235064076368
"58",26,"DET","Jerome Williams",9,587,0.502,0.038,0.645,21.7,6.6,6.4,0.8,37.9,0.143,"0.3",7.4,966,1.053,0.218,1,738,0.795392953929539,"F",2.20539685976064
"59",27,"ORL","Brian Evans",3,102,0.381,0.343,0.82,10.8,3.7,1.6,0.8,1.7,0.076,"-0.8",0.3,967,0.343,0.176,0.412,246,0.414634146341463,"F",1.28025193221562
"60",29,"CHI","Travis Knight",7,371,0.438,0.259,0.696,12.3,3.4,3.1,0.6,7.9,0.083,"-3",-1.1,969,0.367,0.593,0.658,574,0.646341463414634,"C",1.09521942179532
"61",30,"HOU","Othella Harrington",12,709,0.505,0,0.738,19.6,7.4,4.4,0.6,23.1,0.08,"-3.4",-4.9,970,0.261,0.403,1.337,984,0.720528455284553,"F",2.21654309514647
"62",31,"PHI","Mark Hendrickson",4,114,0.416,0.167,0.803,13.2,3.3,2.8,0.6,2.1,0.067,"-3.8",-0.7,971,0.439,0.132,0.553,328,0.347560975609756,"F",1.14415048265565
"63",33,"MIL","Moochie Norris",9,445,0.401,0.286,0.74,17.2,5.1,2,2.8,10,0.063,"-1.4",1.2,983,0.721,0.043,1.178,738,0.602981029810298,"G",2.78981468158795
"64",37,"DEN","Jeff McInnis",11,576,0.431,0.328,0.796,27.7,9.4,2,4.4,23.1,0.07,"-2.1",-0.3,976,0.644,0.054,1.37,902,0.638580931263858,"G",4.66171201388056
"65",42,"HOU","Randy Livingston",11,203,0.406,0.351,0.771,13.2,3.8,1.4,2,2.3,0.041,"-2.5",-0.3,988,0.596,0.153,1.099,902,0.225055432372506,"G",2.06829548424739
"66",43,"PHO","Ben Davis",4,40,0.356,0,0.462,3.9,1.4,1.3,0.1,0.1,0.04,"-5.5",-0.1,989,0.15,0.05,0.175,328,0.121951219512195,"F",0.431837399996283
"67",44,"CHH","Malik Rose",13,813,0.437,0.177,0.743,16.5,6.2,4.1,0.8,26.5,0.095,"-2.1",-0.4,990,0.599,0.36,1.303,1066,0.76266416510319,"F",1.97204620962105
"68",48,"PHI","Jamie Feick",5,201,0.424,0.4,0.629,21.5,4.5,7.1,0.7,8.2,0.091,"-2.7",-0.7,994,0.582,0.448,0.756,410,0.490243902439024,"F",1.72942778453279
"69",49,"ORL","Amal McCaskill",4,114,0.377,0,0.609,8.5,1.8,1.9,0.3,0.5,0.024,"-4.7",-0.7,1043,0.211,0.316,0.456,328,0.347560975609756,"C",0.585928624300646
"70",52,"IND","Mark Pope",6,153,0.401,0.179,0.573,10.7,1.9,1.7,0.4,1.3,0.038,"-4.3",-0.9,998,0.209,0.294,0.307,492,0.310975609756098,"C",0.644725915098841
"71",54,"UTA","Shandon Anderson",10,719,0.457,0.316,0.739,22.2,7.4,3.1,1.4,23.6,0.071,"-1.3",3,1000,0.773,0.25,1.332,820,0.876829268292683,"G",3.57453695582179
"72",57,"SEA","Drew Barry",3,60,0.417,0.381,0.774,10,2.2,1.1,1.9,0.6,0.051,"-3.5",-0.2,1003,0.317,0.033,0.917,246,0.24390243902439,"G",1.39155071262437
"73",1,"SAS","Tim Duncan",19,1392,0.506,0.179,0.696,34,19,10.8,3,206.4,0.209,"5.6",91.1,1495,0.736,2.17,2.429,1558,0.893453145057766,"F",6.51416689078587
"74",2,"PHI","Keith Van Horn",9,575,0.443,0.361,0.835,31.6,16,6.8,1.6,41.7,0.11,"0.1",9.6,1496,0.821,0.513,2.195,738,0.779132791327913,"F",4.80014077068232
"75",3,"BOS","Chauncey Billups",17,1043,0.415,0.387,0.894,31.6,15.2,2.9,5.4,120.8,0.176,"3.2",43.5,1497,1.008,0.161,2.05,1394,0.748206599713056,"G",7.148114189186
"76",4,"VAN","Antonio Daniels",13,872,0.444,0.311,0.793,22.6,7.6,1.8,3.4,47,0.115,"0",10.1,1498,0.647,0.097,1.064,1066,0.818011257035647,"G",3.79080244862243
"77",5,"DEN","Tony Battie",14,837,0.488,0.162,0.69,21.1,6.1,5.1,0.6,36.4,0.099,"-1.8",0.8,1499,0.502,0.852,0.841,1148,0.729094076655052,"C",1.74179091247573
"78",6,"BOS","Ron Mercer",8,432,0.429,0.25,0.808,31.1,13.6,3.1,2.1,9.4,0.034,"-2.7",-2.5,1500,1.056,0.262,1.581,656,0.658536585365854,"F",4.23549526872929
"79",7,"NJN","Tim Thomas",13,824,0.437,0.369,0.758,25.9,11.5,4.1,1.5,35.2,0.079,"-0.8",6.4,1501,0.739,0.364,1.477,1066,0.772983114446529,"F",3.5527215017888
"80",8,"GSW","Adonal Foyle",12,733,0.477,0,0.499,17.8,4.1,4.7,0.5,18.7,0.069,"-1.7",1.1,1502,0.36,1.628,0.814,984,0.744918699186992,"C",1.41793056203661
"81",9,"TOR","Tracy McGrady",15,938,0.435,0.338,0.746,32.7,19.6,5.6,4.4,97.3,0.152,"5.2",55.7,1503,1.211,0.86,2.163,1230,0.76260162601626,"G",9.09910048880634
"82",10,"MIL","Danny Fortson",10,440,0.472,0.167,0.785,20.1,8.2,7.2,0.7,22.3,0.121,"-3.2",-2.6,1504,0.414,0.214,1.489,820,0.536585365853659,"C",2.1842386718586
"83",11,"SAC","Tariq Abdul-Wahad",6,236,0.417,0.237,0.703,20.4,7.8,3.3,1.1,3.5,0.035,"-3",-1.2,1505,0.78,0.352,1.309,492,0.479674796747967,"F",2.44096478624962
"84",12,"IND","Austin Croshere",12,659,0.407,0.34,0.861,17.4,6.8,4,1,27.6,0.115,"-0.1",5.6,1506,0.372,0.328,0.995,984,0.669715447154472,"F",2.22172894120192
"85",13,"CLE","Derek Anderson",11,615,0.408,0.341,0.853,29.2,12,3.2,3.4,43.9,0.117,"1",13.5,1507,1.124,0.141,1.711,902,0.681818181818182,"G",5.65249865404247
"86",14,"LAC","Maurice Taylor",9,534,0.466,0.152,0.711,25,11,4.6,1.2,9.9,0.036,"-3.6",-5.3,1508,0.461,0.485,1.822,738,0.723577235772358,"F",3.32125635618458
"87",15,"DAL","Kelvin Cato",10,541,0.507,0.077,0.644,19.6,5.5,5.3,0.5,28.6,0.129,"-0.3",4.4,1509,0.54,1.266,0.828,820,0.659756097560976,"C",1.67047555916571
"88",16,"CLE","Brevin Knight",12,729,0.412,0.134,0.789,24.9,7.3,2.4,6.1,32.6,0.086,"0.3",10.5,1510,1.686,0.119,1.875,984,0.740853658536585,"G",4.33401075125285
"89",17,"ORL","Johnny Taylor",3,54,0.402,0.394,0.718,16,4.7,2.2,0.5,0.1,0.007,"-4",-0.4,1511,0.593,0.37,0.815,246,0.219512195121951,"F",1.41824222145773
"90",18,"POR","Chris Anstey",3,155,0.413,0.138,0.755,13.9,5.2,3.4,0.8,2.8,0.062,"-2.9",-0.5,1512,0.503,0.419,0.948,246,0.630081300813008,"C",1.4200360753196
"91",19,"DET","Scot Pollard",11,506,0.494,0,0.709,16.5,4.4,4.6,0.4,26.6,0.153,"-0.6",2.9,1513,0.591,0.696,0.601,902,0.560975609756098,"C",1.35766477349714
"92",21,"NJN","Anthony Parker",9,494,0.444,0.404,0.794,27.8,9.1,3.2,2.3,24.5,0.085,"-0.2",6.1,1515,0.889,0.172,1.002,738,0.669376693766938,"G",4.3868489818372
"93",23,"SEA","Bobby Jackson",12,755,0.417,0.354,0.793,22.2,9.7,3.1,2.6,31.4,0.09,"0.4",10,1517,0.932,0.09,1.343,984,0.767276422764228,"G",4.63375784277956
"94",24,"HOU","Rodrick Rhodes",3,72,0.347,0.2,0.62,17.1,5.3,1.2,1.7,-1.6,-0.064,"-6.3",-1.3,1518,0.958,0.167,1.653,246,0.292682926829268,"G",2.52783120892674
"95",25,"NYK","John Thomas",5,208,0.502,0,0.591,10.8,2.7,2.1,0.3,3.2,0.067,"-4.4",-1.4,1519,0.332,0.24,0.514,410,0.507317073170732,"C",0.743653892609161
"96",26,"MIA","Charles Smith",5,142,0.409,0.288,0.606,13.9,5.1,1.4,0.9,1.5,0.036,"-1.1",0.4,293,3.254,5.556,7.296,410,0.346341463414634,"F",1.57303209275402
"97",27,"UTA","Jacque Vaughn",12,776,0.429,0.352,0.779,16.3,4.5,1.3,2.5,15.4,0.058,"-3.4",-4.5,1521,0.519,0.019,1.021,984,0.788617886178862,"G",2.39174079304798
"98",38,"GSW","Marc Jackson",7,387,0.446,0.226,0.814,19.6,8.4,4.3,0.8,13,0.082,"-2.7",-1.4,1531,0.38,0.264,1.207,574,0.674216027874564,"F",2.52959611149812
"99",40,"SAC","Anthony Johnson",13,793,0.414,0.356,0.745,19.6,5.6,1.7,2.9,23.2,0.072,"-1.5",2,1533,0.695,0.116,1.092,1066,0.74390243902439,"G",2.95509060926077
"100",43,"PHO","Stephen Jackson",14,858,0.414,0.333,0.798,31.9,15.1,3.9,3.1,36.1,0.063,"-0.4",11.2,1536,1.293,0.369,2.495,1148,0.747386759581881,"F",4.96684579540553
"101",45,"CLE","Cedric Henderson",5,260,0.436,0.14,0.715,23.8,7.3,2.9,1.6,3.3,0.026,"-2.8",-1.3,76990,0.877,1.581,0.388,410,0.634146341463415,"F",2.74859155440475
"102",48,"POR","Alvin Williams",9,460,0.421,0.313,0.76,27.4,9,2.5,4.1,21.7,0.082,"-0.4",4.9,1541,1.193,0.237,1.354,738,0.623306233062331,"G",4.59029433140813
"103",49,"WAS","Predrag Drobnjak",4,278,0.425,0.34,0.799,19.9,7.9,3.5,0.8,5.6,0.048,"-3",-1.3,1542,0.475,0.421,0.871,328,0.847560975609756,"C",1.87636523007285
"104",51,"ATL","Chris Crawford",7,252,0.437,0.347,0.824,15.8,6.6,2.2,0.6,6.5,0.078,"-2.6",-0.6,1544,0.401,0.317,0.921,574,0.439024390243902,"F",1.91936366951606
"105",55,"SEA","Mark Blount",9,605,0.504,0.359,0.723,23.1,8.2,4.6,0.8,18.8,0.065,"-2.7",-2.5,1548,0.54,0.84,1.542,738,0.819783197831978,"C",1.98978502861218
"106",1,"LAC","Michael Olowokandi",9,500,0.435,0,0.597,26.3,8.3,6.8,0.7,2.5,0.009,"-4.6",-8.5,1709,0.452,1.394,1.796,738,0.677506775067751,"C",2.21330487343642
"107",2,"VAN","Mike Bibby",14,1001,0.436,0.379,0.802,33.9,14.7,3.1,5.5,73.2,0.104,"0.8",23.8,1710,1.171,0.149,2.132,1148,0.871951219512195,"G",7.02384475896748
"108",3,"DEN","Raef LaFrentz",10,563,0.466,0.363,0.711,25.8,10.1,6.1,1.1,39.4,0.13,"0.7",9.8,1711,0.49,1.632,0.908,820,0.686585365853659,"C",2.7363246306193
"109",4,"TOR","Antawn Jamison",16,1083,0.451,0.346,0.724,34.8,18.5,7.5,1.6,87.8,0.112,"0.6",24.5,1712,0.968,0.389,1.583,1312,0.825457317073171,"F",5.51167210914
"110",5,"GSW","Vince Carter",22,1541,0.435,0.371,0.798,30.1,16.7,4.3,3.1,125.3,0.13,"3",57.9,1713,0.993,0.576,1.681,1804,0.854212860310421,"G",7.54028431195216
"111",6,"DAL","Robert Traylor",7,438,0.474,0.167,0.577,14.3,4.8,3.7,0.7,13.3,0.102,"-1.6",0.7,1714,0.639,0.699,0.913,574,0.763066202090592,"F",1.64776436103796
"112",7,"SAC","Jason Williams",12,788,0.398,0.327,0.813,29.4,10.5,2.3,5.9,38.5,0.08,"0.2",12.9,1715,1.184,0.076,2.085,984,0.800813008130081,"G",5.42512240379845
"113",8,"PHI","Larry Hughes",13,727,0.406,0.309,0.757,30.8,14.1,4.2,3.1,32.3,0.069,"-0.1",10.7,1716,1.502,0.351,2.138,1066,0.681988742964353,"G",6.56353541479867
"114",9,"MIL","Dirk Nowitzki",21,1522,0.471,0.38,0.879,33.8,20.7,7.5,2.4,206.3,0.193,"4.5",84.8,1717,0.795,0.842,1.639,1722,0.883855981416957,"F",6.43170161659735
"115",10,"BOS","Paul Pierce",19,1343,0.445,0.368,0.806,34.2,19.7,5.6,3.5,150,0.157,"3.7",65.5,1718,1.305,0.555,2.63,1558,0.862002567394095,"F",6.37563087294531
"116",11,"DET","Bonzi Wells",10,591,0.46,0.327,0.697,25.6,12.1,4.6,2.1,29.4,0.093,"0.2",8.3,1719,1.301,0.325,2.056,820,0.720731707317073,"G",5.69775376414406
"117",12,"ORL","Michael Doleac",10,587,0.439,0.125,0.791,15,4.9,3.3,0.6,12.7,0.07,"-3.7",-3.7,1720,0.341,0.356,0.641,820,0.715853658536585,"C",1.32911435592915
"118",13,"ORL","Keon Clark",6,353,0.5,0.053,0.645,22.6,8.2,5.9,0.9,18.2,0.11,"-0.7",2.6,1721,0.521,1.618,1.331,492,0.717479674796748,"C",2.26782846418145
"119",14,"HOU","Michael Dickerson",5,212,0.432,0.402,0.784,35.3,15.4,2.9,2.6,9.6,0.061,"-1.3",1.3,1722,1.005,0.401,1.92,410,0.517073170731707,"G",6.70937690804818
"120",15,"ORL","Matt Harpring",11,665,0.481,0.333,0.753,26.4,11.5,5.1,1.4,41.9,0.114,"-0.6",6.2,1723,0.747,0.168,1.504,902,0.737250554323725,"F",3.53775994022176
"121",16,"HOU","Bryce Drew",6,243,0.382,0.371,0.83,16.3,4.4,1.2,2.2,2.4,0.03,"-3.1",-1.1,1724,0.506,0.041,0.86,492,0.49390243902439,"G",2.28335332642847
"122",17,"MIN","Rasho Nesterovic",12,811,0.502,0.077,0.585,22.2,6.8,5.1,1,39.9,0.107,"-0.9",5,1725,0.407,1.152,0.922,984,0.824186991869919,"C",2.01901138526965
"123",19,"MIL","Pat Garrity",10,552,0.417,0.398,0.806,20,7.3,2.6,0.8,18.7,0.081,"-1.8",0.5,1727,0.446,0.188,0.755,820,0.673170731707317,"F",2.19920880432081
"124",20,"ATL","Roshown McLeod",3,113,0.409,0.111,0.819,18.8,7.2,2.7,1.1,0.2,0.004,"-4.4",-1.3,1728,0.363,0.124,1.239,246,0.459349593495935,"F",2.24370313102054
"125",21,"CHH","Ricky Davis",12,736,0.446,0.361,0.781,29.8,13.5,3.5,3.3,28,0.061,"-0.8",6.3,1729,0.995,0.254,2.182,984,0.747967479674797,"F",4.64854166812602
"126",22,"LAC","Brian Skinner",14,608,0.494,0.333,0.566,17.9,4.7,4.7,0.5,15.8,0.07,"-2.5",-1.5,1730,0.421,0.875,0.854,1148,0.529616724738676,"F",1.62075022402628
"127",23,"DEN","Tyronn Lue",11,554,0.437,0.391,0.829,22.7,8.5,1.7,3.1,19.7,0.075,"-1.8",0.6,1731,0.516,0.018,1.19,902,0.614190687361419,"G",4.02954939003672
"128",24,"SAS","Felipe Lopez",4,249,0.432,0.327,0.659,16.6,5.8,2.4,1,3.1,0.036,"-2.5",-0.5,1732,0.647,0.249,1.02,328,0.759146341463415,"G",2.79235998318785
"129",25,"IND","Al Harrington",16,981,0.444,0.352,0.727,28.6,13.5,5.6,1.7,42.5,0.073,"-1.5",3.7,1733,0.875,0.251,1.874,1312,0.747713414634146,"F",4.15431943360551
"130",26,"LAL","Sam Jacobson",3,68,0.511,0.36,0.739,11.1,4.2,1.2,0.5,1.1,0.071,"-3.9",-0.4,1734,0.485,0.044,0.5,246,0.276422764227642,"G",1.88016554006781
"131",27,"SEA","Vladimir Stepania",6,270,0.425,0.133,0.536,13.8,4.1,4.4,0.3,5.2,0.067,"-3.3",-1.2,1735,0.407,0.533,0.789,492,0.548780487804878,"C",1.20993895252827
"132",28,"CHI","Corey Benjamin",4,153,0.39,0.289,0.652,14.3,5.5,1.7,0.9,-0.9,-0.019,"-4.8",-1.6,1736,0.464,0.314,1.072,328,0.466463414634146,"G",2.53822965317691
"133",29,"UTA","Nazr Mohammed",18,1005,0.486,0,0.64,15.8,5.8,4.7,0.4,34.3,0.104,"-2.6",-2.2,1737,0.43,0.636,0.914,1476,0.68089430894309,"C",1.53785283470695
"134",30,"DAL","Ansu Sesay",4,127,0.434,0.276,0.64,10.2,3.2,1.8,0.5,1.4,0.051,"-3.3",-0.4,1738,0.299,0.236,0.457,328,0.38719512195122,"F",1.05368938342817
